,Name1,Name2,index,score,pdockQ1,pdockQ2,pdockQ3,meanDock,PPV1,PPV2,PPV3,RMSD_12,RMSD_13,RMSD_23
6829,AAC71354.1 UDP-galactopyranose mutase [Mycoplasmoides genitalium G37],AAC71592.1 methionyl-tRNA formyltransferase [Mycoplasmoides genitalium G37],65071,444.06304631159736,0.61803476546992808,0.22130477606243038,0.41431946643141671,0.41788633598792507,0.94001920000000005,0.77766077,0.87116417000000002,44.138191148064351,43.362019255423959,13.632931833297512
4437,AAC71521.1 phosphate acetyltransferase [Mycoplasmoides genitalium G37],AAC71546.1 metallopeptidase family M24 aminopeptidase [Mycoplasmoides genitalium G37],59520,444.05716542177839,0.56252625509717769,0.57099671014375242,0.29308036958460632,0.47553444494184544,0.91629945999999995,0.92420274000000002,0.80223507000000005,46.709288563837376,14.014513603008799,51.149158929633103
8929,"AAC71390.1 methionine aminopeptidase, type I [Mycoplasmoides genitalium G37]",AAC71614.1 GTP-binding protein Era [Mycoplasmoides genitalium G37],38545,444.01681492710981,0.49050938227047181,0.21593080111546897,0.36040885043698578,0.35561634460764219,0.89195530000000001,0.75941223000000002,0.84294946000000004,24.293074506684057,16.623886265218232,10.750660001217257
3869,"AAC71262.1 metalloendopeptidase, putative, glycoprotease family [Mycoplasmoides genitalium G37]","AAC71581.1 choline/ethanolamine kinase, putative [Mycoplasmoides genitalium G37]",47732,443.87307703382766,0.20827394889920153,0.3120900045070068,0.30945079497575184,0.27660491612732008,0.75941223000000002,0.81190227999999998,0.81190227999999998,2.5157741804172753,10.524181171749383,8.058503928797137
8204,AAC71273.1 tetrapyrrole (corrin/porphyrin) methylase protein [Mycoplasmoides genitalium G37],AAC71500.1 GTP pyrophosphokinase [Mycoplasmoides genitalium G37],91964,443.75552916756527,0.34742553457963377,0.19146570666320059,0.28787976344157251,0.27559033489480228,0.84294946000000004,0.74006263000000005,0.80223507000000005,7.7198518685991111,4.0214603727142864,8.3728890070460036
1212,AAC71593.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],"AAC71597.1 pseudouridine synthase, RluA family [Mycoplasmoides genitalium G37]",91546,443.73623961838689,0.13439035451100173,0.19938785328841904,0.47622676700294975,0.27000165826745687,0.70615739,0.75941223000000002,0.88570037000000001,4.6337996622290829,22.634676450316334,22.407586827296111
8334,AAC71342.1 thioredoxin [Mycoplasmoides genitalium G37],AAC71471.1 glycyl-tRNA synthetase [Mycoplasmoides genitalium G37],40122,443.73171094900971,0.17104282739005222,0.27898884832796367,0.29186272146525277,0.24729813239442289,0.73044282000000005,0.80223507000000005,0.80223507000000005,1.8769682091489119,1.9906192616026637,2.0648224179088706
3726,AAC71252.1 aspartyl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71358.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],109938,443.57613645662798,0.57525649912134125,0.59266186303513302,0.098326871274533031,0.42208174447700247,0.92420274000000002,0.93172991000000005,0.66728511000000001,11.200629589536444,52.092763692510161,48.061693764646506
516,AAC71330.1 ribulose-phosphate 3-epimerase [Mycoplasmoides genitalium G37],"AAC71396.1 DNA-directed RNA polymerase, alpha subunit [Mycoplasmoides genitalium G37]",38348,443.46076523798263,0.16345159245063956,0.12229735750180845,0.57884362495928343,0.28819752497057716,0.73044282000000005,0.70615739,0.92420274000000002,3.2518951391222979,53.804918730280207,53.990975656076344
9692,AAC71353.1 lysyl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71582.1 acetate kinase [Mycoplasmoides genitalium G37],83528,443.41696617409752,0.31007138982968102,0.57838615654726777,0.14177672583973189,0.34341142407222697,0.81190227999999998,0.92420274000000002,0.71391784000000003,15.189691720589066,19.636681645446256,13.757419671697585
8294,AAC71473.1 cysteinyl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71635.1 enolase [Mycoplasmoides genitalium G37],83809,443.38695107685601,0.19781405690178941,0.41103599232875127,0.4011239148961282,0.33665798804222291,0.75941223000000002,0.87116417000000002,0.87116417000000002,15.763520158114082,8.0324197987675614,16.099942705280363
7409,AAC71447.2 amino acid-polyamine-organocation (APC) permease family protein [Mycoplasmoides genitalium G37],"AAC71544.1 potassium uptake protein, TrkH family, putative [Mycoplasmoides genitalium G37]",94996,443.32618387330137,0.32242046497297339,0.45618394112499588,0.15005274332714391,0.30955238314170441,0.82238224000000004,0.88570037000000001,0.71391784000000003,9.9087065834926236,7.8669836587850002,21.761656181500108
7009,AAC71438.1 holo-(acyl-carrier-protein) synthase [Mycoplasmoides genitalium G37],AAC71614.1 GTP-binding protein Era [Mycoplasmoides genitalium G37],17613,443.29048183783351,0.37731944614277491,0.23740066485916694,0.53051920621856663,0.38174643907350281,0.85453785000000004,0.77766077,0.90952562000000003,14.965025647832739,19.098425265440454,15.478685656363858
2716,AAC71546.1 metallopeptidase family M24 aminopeptidase [Mycoplasmoides genitalium G37],AAC71600.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],54051,443.20793804727776,0.66626350297690695,0.18402136229828481,0.45693209864813622,0.43573898797444266,0.98128026999999995,0.74006263000000005,0.88570037000000001,17.182929005308772,43.279653149694383,38.005650180041727
2697,"AAC71421.1 DNA topoisomerase IV, B subunit [Mycoplasmoides genitalium G37]","AAC71532.1 hydrolase, alpha/beta fold family [Mycoplasmoides genitalium G37]",85039,442.74794951323838,0.4804409308527684,0.091792653177555097,0.71835450569664272,0.43019602990898881,0.89195530000000001,0.66728511000000001,0.98128026999999995,34.683284494229788,19.382174281115049,36.988789024294022
1781,"AAC71256.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",AAC72450.1 phosphoenolpyruvate-protein phosphotransferase [Mycoplasmoides genitalium G37],99940,442.59068130840814,0.54232355472565541,0.45282609901581522,0.25657221938687025,0.41724062437611359,0.91629945999999995,0.88570037000000001,0.78549007000000004,15.589488539854541,19.61580013621456,29.883748853713282
3239,"AAC71219.1 DNA gyrase, B subunit [Mycoplasmoides genitalium G37]","AAC71623.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",100347,442.50143223628612,0.5010934201582592,0.35481257451206472,0.36547749499530091,0.40712782988854163,0.90043139000000005,0.84294946000000004,0.85453785000000004,16.00551753986063,21.560686854305601,15.173166192100147
2233,AAC71527.1 chaperone protein DnaK [Mycoplasmoides genitalium G37],AAC71536.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],94323,442.49878350970778,0.26367936899263716,0.33736682228500137,0.3605967969902284,0.32054766275595564,0.78549007000000004,0.83367787000000004,0.84294946000000004,10.039411427073894,6.5486524260326089,10.004210965938373
1642,"AAC71239.1 fructose-1,6-bisphosphate aldolase, class II [Mycoplasmoides genitalium G37]",AAC71602.1 threonyl-tRNA synthetase [Mycoplasmoides genitalium G37],80591,442.47074118292448,0.15121891841139967,0.13112831657190688,0.41303952772269314,0.23179558756866658,0.71391784000000003,0.70615739,0.87116417000000002,3.9155860680085226,5.551405526823789,7.4144847129399665
4520,AAC71553.1 GTP-binding protein engA [Mycoplasmoides genitalium G37],AAC71602.1 threonyl-tRNA synthetase [Mycoplasmoides genitalium G37],92909,442.41620489487661,0.31724300914019615,0.63373567969082834,0.50393265153845168,0.48497044678982543,0.82238224000000004,0.96322523999999998,0.90043139000000005,26.585848246606297,42.034244852411184,21.140859440350578
2988,AAC71254.1 glycerol kinase [Mycoplasmoides genitalium G37],AAC71448.1 thymidylate synthase [Mycoplasmoides genitalium G37],74788,442.3111665811914,0.5033645406652173,0.1787668173717977,0.070858870140041372,0.25099674272568545,0.90043139000000005,0.74006263000000005,0.66728511000000001,22.540018428698737,26.364179280264402,3.852896727343543
8980,AAC71328.1 ribosome small subunit-dependent GTPase A [Mycoplasmoides genitalium G37],"AAC71532.1 hydrolase, alpha/beta fold family [Mycoplasmoides genitalium G37]",39772,441.95452150461728,0.60074172670987913,0.41925989870869201,0.43617097190255633,0.48539086577370916,0.93172991000000005,0.87116417000000002,0.87822060999999996,23.141497375557218,23.068886642422193,24.268867458914894
1539,AAC71226.1 DNA primase-related protein [Mycoplasmoides genitalium G37],"AAC71427.1 pseudouridine synthase, RluA family [Mycoplasmoides genitalium G37]",36451,441.90102053919878,0.39609339410839239,0.24209645261910231,0.14418955523101712,0.2607931339861706,0.86040801,0.77766077,0.71391784000000003,10.968390417431536,5.3736430059039497,4.835669598807006
6185,AAC71265.2 purine nucleoside phosphorylase [Mycoplasmoides genitalium G37],AAC71358.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],105265,441.61436109999119,0.4416568335092072,0.36902299643724767,0.13931029382532331,0.31666337459059274,0.87822060999999996,0.85453785000000004,0.71391784000000003,8.8138764110319183,12.825734418354262,11.915036409452608
7653,"AAC71256.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",AAC72457.1 type I restriction modification DNA specificity domain protein [Mycoplasmoides genitalium G37],90456,441.41948657318585,0.48505188531308541,0.48160357790462027,0.26028775100588492,0.40898107140786349,0.89195530000000001,0.89195530000000001,0.78549007000000004,13.293131826700225,16.604019192542182,28.821386905500013
2650,"AAC71269.1 phosphoglucomutase/phosphomannomutase, putative [Mycoplasmoides genitalium G37]","AAC71561.1 aminotransferase, class V [Mycoplasmoides genitalium G37]",89372,441.24473487467202,0.17173188347434659,0.45427386222052513,0.19044132087407908,0.27214902218965026,0.73044282000000005,0.88570037000000001,0.74006263000000005,24.189618048971028,3.7878807462686321,25.664669424488267
1178,AAC71553.1 GTP-binding protein engA [Mycoplasmoides genitalium G37],"AAC71597.1 pseudouridine synthase, RluA family [Mycoplasmoides genitalium G37]",72175,441.14284220052531,0.28562638346688091,0.57749270466552638,0.43102467180249721,0.43138125331163485,0.80223507000000005,0.92420274000000002,0.87822060999999996,19.213765521505412,21.971033759557471,19.862521350257175
2929,"AAC71283.1 ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]","AAC71530.1 ATP-dependent RNA helicase, DEAD/DEAH box family [Mycoplasmoides genitalium G37]",82855,441.12577945115203,0.59204032661200967,0.30474607102547552,0.14003268122180684,0.34560635961976405,0.93172991000000005,0.81190227999999998,0.71391784000000003,25.234362578695247,26.561569930027016,12.205896891427841
8512,AAC71488.1 leucyl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71493.1 dihydrolipoamide dehydrogenase [Mycoplasmoides genitalium G37],102783,441.000641171251,0.30892970212360787,0.51350073365306048,0.18337038896157878,0.33526694157941567,0.81190227999999998,0.90043139000000005,0.74006263000000005,16.738843477923922,17.363653050207574,11.223763924804938
2328,"AAC71421.1 DNA topoisomerase IV, B subunit [Mycoplasmoides genitalium G37]",AAC71585.1 ImpB/MucB/SamB family protein [Mycoplasmoides genitalium G37],94657,440.95635365446941,0.24243734559859986,0.5751402345129295,0.4665038686296184,0.42802714958038263,0.77766077,0.92420274000000002,0.88570037000000001,20.458809643374643,26.080374421275437,18.036326433583127
7285,AAC71584.1 Holliday junction DNA helicase RuvB [Mycoplasmoides genitalium G37],AAC71594.1 ribonuclease III [Mycoplasmoides genitalium G37],43687,440.71545651722369,0.33362836383905997,0.38880498204432928,0.23980983420383245,0.32074772669574059,0.83367787000000004,0.86040801,0.77766077,14.573633280732253,7.0557893431448413,11.394766632846247
3044,AAC71301.1 peptidyl-tRNA hydrolase [Mycoplasmoides genitalium G37],"AAC71523.1 glyceraldehyde-3-phosphate dehydrogenase, type I [Mycoplasmoides genitalium G37]",36492,440.65380846101721,0.57979657802716666,0.46198365912106737,0.16849883376623351,0.40342635697148915,0.92420274000000002,0.88570037000000001,0.73044282000000005,28.637474887062758,14.664785149592159,30.711077675181876
9292,AAC71456.1 apurinic endonuclease (APN1) [Mycoplasmoides genitalium G37],AAC71553.1 GTP-binding protein engA [Mycoplasmoides genitalium G37],68195,440.60614554193904,0.2635031525730937,0.49222638772911187,0.63802148039180651,0.46458367356467067,0.78549007000000004,0.89195530000000001,0.96322523999999998,51.03229415541864,48.550550952901318,15.932263481649288
6891,"AAC71390.1 methionine aminopeptidase, type I [Mycoplasmoides genitalium G37]",AAC71547.1 ribosomal protein L33 [Mycoplasmoides genitalium G37],6401,440.31437457714645,0.30267110671421216,0.29858346133322283,0.14841898970752512,0.24989118591832005,0.81190227999999998,0.81190227999999998,0.71391784000000003,1.0910866468524336,7.3532520840298501,10.172994035596599
1442,AAC71222.1 thymidylate kinase [Mycoplasmoides genitalium G37],AAC71368.1 ribosomal protein S10 [Mycoplasmoides genitalium G37],7574,440.3102774054517,0.22215864129202492,0.27666913476314059,0.2332187840707631,0.24401552004197621,0.77766077,0.80223507000000005,0.77766077,1.4021357994638199,0.79770338117450756,8.2319802456815125
7698,"AAC71238.1 DNA-directed RNA polymerase, delta subunit [Mycoplasmoides genitalium G37]","AAC72453.1 membrane protein, putative [Mycoplasmoides genitalium G37]",39259,440.1314659723231,0.361186207283129,0.27918439654390426,0.42886347629942517,0.35641136004215279,0.84294946000000004,0.80223507000000005,0.87822060999999996,10.589489387237819,15.035321357299964,12.063412224547061
4854,"AAC71431.1 1-acyl-sn-glycerol-3-phosphate acyltransferase, putative [Mycoplasmoides genitalium G37]",AAC71527.1 chaperone protein DnaK [Mycoplasmoides genitalium G37],81696,440.1221452425205,0.283526291030754,0.27287250686085646,0.28380981387898041,0.28006953725686362,0.80223507000000005,0.80223507000000005,0.80223507000000005,8.4117250499999887,2.0398161055040251,7.8524249424869303
8713,AAC72457.1 type I restriction modification DNA specificity domain protein [Mycoplasmoides genitalium G37],"AAC72467.1 membrane protein, putative [Mycoplasmoides genitalium G37]",87315,440.02369781751503,0.13991265811375359,0.50498280748286539,0.15125304322712468,0.2653828362745812,0.71391784000000003,0.90043139000000005,0.71391784000000003,37.966744762307698,2.3621030043556681,41.752995713237119
5784,"AAC71220.1 DNA gyrase, A subunit [Mycoplasmoides genitalium G37]",AAC71267.1 pyrimidine-nucleoside phosphorylase [Mycoplasmoides genitalium G37],102986,440.02270726306301,0.13186371473488082,0.25193530860457236,0.37479027497590955,0.25286309943845425,0.70615739,0.78549007000000004,0.85453785000000004,7.8495615481951795,4.1311257100380177,5.2960330384141123
1329,"AAC71390.1 methionine aminopeptidase, type I [Mycoplasmoides genitalium G37]","AAC72453.1 membrane protein, putative [Mycoplasmoides genitalium G37]",55498,439.99206529638911,0.16193408472373388,0.16838164124009969,0.46698357399908602,0.26576643332097322,0.73044282000000005,0.73044282000000005,0.88570037000000001,9.3164370818632207,7.3745798188173008,7.5968980071282974
9127,AAC71456.1 apurinic endonuclease (APN1) [Mycoplasmoides genitalium G37],AAC71463.1 expressed protein of unknown function [Mycoplasmoides genitalium G37],86602,439.9760882412678,0.19804258966846344,0.15154251436201271,0.52213342626831349,0.29057284343292988,0.75941223000000002,0.71391784000000003,0.90043139000000005,3.1734158585260763,46.266957714505821,46.968839651074298
8954,"AAC71219.1 DNA gyrase, B subunit [Mycoplasmoides genitalium G37]","AAC71286.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",98422,439.95030938471899,0.36631097450240147,0.26602843648953056,0.60164130743669042,0.41132690614287415,0.85453785000000004,0.78549007000000004,0.94001920000000005,29.033455187443231,17.342803583619261,22.854508396932609
1521,"AAC71258.1 spermidine/putrescine ABC transporter, ATP-binding protein, putative [Mycoplasmoides genitalium G37]",AAC71288.1 ribosomal protein S2 [Mycoplasmoides genitalium G37],79730,439.72517400034815,0.70839743653454168,0.029350422908174415,0.05710319307288364,0.2649503508385333,0.98128026999999995,0.55890174000000004,0.63555448999999997,43.940296074087655,34.680184607117134,5.9586239422912399
2582,AAC71466.1 Ser/Thr protein phosphatase family protein [Mycoplasmoides genitalium G37],AAC71614.1 GTP-binding protein Era [Mycoplasmoides genitalium G37],43997,439.71397359293798,0.39313663562865125,0.43844538396703364,0.38512547381481349,0.40556916447016617,0.86040801,0.87822060999999996,0.86040801,9.1545811336547125,34.708463497672042,30.752619556722443
9525,AAC71461.2 nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein [Mycoplasmoides genitalium G37],AAC71582.1 acetate kinase [Mycoplasmoides genitalium G37],68690,439.65313720669127,0.047589831839427207,0.61001685559298358,0.093354167367866184,0.25032028493342567,0.63555448999999997,0.94001920000000005,0.66728511000000001,18.287790228710421,7.2995308134150552,19.500615118013453
1003,AAC71242.1 translation elongation factor P [Mycoplasmoides genitalium G37],AAC71425.1 Ser/Thr protein phosphatase family protein [Mycoplasmoides genitalium G37],11616,439.61378388751541,0.13747239580500678,0.20003801994035164,0.64478078122156512,0.32743039898897452,0.70615739,0.75941223000000002,0.96322523999999998,13.173315599032277,19.061415120521197,28.767615009336573
7651,"AAC71581.1 choline/ethanolamine kinase, putative [Mycoplasmoides genitalium G37]",AAC71598.1 DHH family protein [Mycoplasmoides genitalium G37],49309,439.573769228407,0.67089623236342111,0.40707341347529846,0.57863718410529441,0.5522022766480047,0.98128026999999995,0.87116417000000002,0.92420274000000002,36.349069401994797,27.971689129939548,30.565150885413424
4030,AAC71267.1 pyrimidine-nucleoside phosphorylase [Mycoplasmoides genitalium G37],"AAC71452.1 ribonucleoside-diphosphate reductase, alpha chain [Mycoplasmoides genitalium G37]",99141,439.53736806626944,0.56734177534141716,0.14405365581104557,0.47688363537502992,0.39609302217583092,0.92420274000000002,0.71391784000000003,0.88570037000000001,30.694684435954208,14.466888380085347,23.053263694376763
100,AAC71596.1 DAK2 phosphatase domain protein [Mycoplasmoides genitalium G37],AAC71605.1 arginyl-tRNA synthetase [Mycoplasmoides genitalium G37],97112,439.49230309335672,0.32158760944310794,0.54417904737328882,0.28674778092201963,0.38417147924613881,0.82238224000000004,0.91629945999999995,0.80223507000000005,21.957691603168684,14.147596328106481,24.054431930877595
4516,"AAC71404.1 lipoprotein, putative [Mycoplasmoides genitalium G37]","AAC72460.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",89463,439.44216188500729,0.16763320839517681,0.3647900233816363,0.55776545949318523,0.36339623042333286,0.73044282000000005,0.84294946000000004,0.91629945999999995,9.5248383739746814,34.616537002519067,42.303763329908577
1034,AAC71322.1 ribonuclease R [Mycoplasmoides genitalium G37],"AAC71399.1 metal ion ABC transporter ATP-binding protein, putative [Mycoplasmoides genitalium G37]",93808,439.36893813616717,0.50047712345194151,0.26188757698349585,0.45503853456856741,0.40580107833466822,0.90043139000000005,0.78549007000000004,0.88570037000000001,27.016599607955754,19.60651908035689,13.719914894647582
4910,AAC71284.1 transketolase [Mycoplasmoides genitalium G37],AAC71448.1 thymidylate synthase [Mycoplasmoides genitalium G37],87664,439.3079354013542,0.69151240375351286,0.72384789413974171,0.29942898487005376,0.57159642758776952,0.98128026999999995,0.98128026999999995,0.81190227999999998,39.099563603974161,29.523262308665721,39.719386026864612
430,AAC71284.1 transketolase [Mycoplasmoides genitalium G37],AAC71596.1 DAK2 phosphatase domain protein [Mycoplasmoides genitalium G37],101461,439.29724294050499,0.62547118091048881,0.42962689201028798,0.035653152894998333,0.36358374193859172,0.94001920000000005,0.87822060999999996,0.63555448999999997,13.904619941042693,31.272214906112858,24.238775467999432
5233,"AAC71481.1 lipoprotein, putative [Mycoplasmoides genitalium G37]","AAC71530.1 ATP-dependent RNA helicase, DEAD/DEAH box family [Mycoplasmoides genitalium G37]",100410,438.98841577535518,0.45512609285467864,0.53656149998269054,0.32506895000324837,0.43891884761353922,0.88570037000000001,0.90952562000000003,0.82238224000000004,34.309693037707724,14.260129020347913,35.083651020175196
2794,"AAC71297.1 oligopeptide ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]",AAC72468.1 methionine-R-sulfoxide reductase [Mycoplasmoides genitalium G37],40770,438.95848260557921,0.28770274549470959,0.26224204324435157,0.29208304110538974,0.28067594328148365,0.80223507000000005,0.78549007000000004,0.80223507000000005,6.0115786985213076,3.000110992256567,3.992040290131579
6825,AAC71402.1 oligoendopeptidase F [Mycoplasmoides genitalium G37],"AAC71618.1 ABC transporter, ATP-binding/permease protein [Mycoplasmoides genitalium G37]",103285,438.92456158410801,0.24866576308503693,0.29640948649665882,0.46801183734381152,0.33769569564183577,0.78549007000000004,0.80223507000000005,0.88570037000000001,6.6873328973683144,32.980922626624917,30.44439218220667
2625,AAC71402.1 oligoendopeptidase F [Mycoplasmoides genitalium G37],"AAC71640.1 phosphate ABC transporter, substrate-binding protein [Mycoplasmoides genitalium G37]",91137,438.84151752331002,0.50241213996497924,0.41547406102536577,0.38104557738169875,0.43297725945734794,0.90043139000000005,0.87116417000000002,0.85453785000000004,29.950563024672505,14.144485082670148,27.652458892128973
4963,"AAC71526.2 metal ion ABC transporter, ATP binding protein, putative [Mycoplasmoides genitalium G37]",AAC71599.1 thiamine biosynthesis/tRNA modification protein ThiI [Mycoplasmoides genitalium G37],56800,438.70032749678961,0.29036816223884976,0.40234594779405858,0.26451113478652111,0.31907508160647652,0.80223507000000005,0.87116417000000002,0.78549007000000004,24.416894799955649,25.798175930179458,4.8778001833790281
5998,AAC71556.1 expressed protein of unknown function [Mycoplasmoides genitalium G37],AAC71582.1 acetate kinase [Mycoplasmoides genitalium G37],53613,438.67516611540958,0.28569669106787815,0.36834538199779548,0.41460764991014637,0.35621657432527337,0.80223507000000005,0.85453785000000004,0.87116417000000002,42.444655231808547,42.004218641872171,4.2852676726436938
2655,AAC71395.2 ribosomal protein S11 [Mycoplasmoides genitalium G37],AAC71596.1 DAK2 phosphatase domain protein [Mycoplasmoides genitalium G37],60035,438.5369124787843,0.21817910273611288,0.36917241894510855,0.12343599921765587,0.23692917363295909,0.75941223000000002,0.85453785000000004,0.70615739,6.6469704797227518,3.0000558424560877,7.1417897104240673
8471,AAC71550.1 degV family protein [Mycoplasmoides genitalium G37],"AAC71569.1 hydrolase, alpha/beta fold family [Mycoplasmoides genitalium G37]",43539,438.47153622528191,0.41164309127881243,0.20868044307208655,0.33031492824479369,0.3168794875318976,0.87116417000000002,0.75941223000000002,0.83367787000000004,18.215882857867264,7.0121982680450401,14.048509156677971
465,AAC71443.1 S-adenosyl-methyltransferase MraW [Mycoplasmoides genitalium G37],"AAC71532.1 hydrolase, alpha/beta fold family [Mycoplasmoides genitalium G37]",44947,438.16194376079869,0.19172536026572842,0.37974055072788082,0.30310445764706745,0.29152345621355891,0.74006263000000005,0.85453785000000004,0.81190227999999998,16.045431159084735,14.654412674198493,4.5618082826269415
2301,"AAC71256.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",AAC71593.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],103022,438.14225048176138,0.46261274359679638,0.52462000036166945,0.59243093041540651,0.52655455812462415,0.88570037000000001,0.90952562000000003,0.93172991000000005,43.935302503761314,36.884439300088552,20.451921492441585
2005,AAC71273.1 tetrapyrrole (corrin/porphyrin) methylase protein [Mycoplasmoides genitalium G37],"AAC71318.1 glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit [Mycoplasmoides genitalium G37]",69978,438.1052734979865,0.34231886635269188,0.49812470381565011,0.23375898750963015,0.35806751922599073,0.83367787000000004,0.90043139000000005,0.77766077,17.379043077705049,11.442287126471244,24.2506370439637
9317,AAC71284.1 transketolase [Mycoplasmoides genitalium G37],"AAC71628.1 ATP synthase F1, gamma subunit [Mycoplasmoides genitalium G37]",87028,438.09635550981073,0.70824837470872171,0.3747495071459167,0.093693747113629364,0.39223054298942261,0.98128026999999995,0.85453785000000004,0.66728511000000001,38.158583384015415,44.681962026161145,15.307932191319058
3925,"AAC71474.1 DNA ligase, NAD-dependent [Mycoplasmoides genitalium G37]","AAC71597.1 pseudouridine synthase, RluA family [Mycoplasmoides genitalium G37]",91015,437.98651154809181,0.33106874307819301,0.28939516432248763,0.46066105862173468,0.36037498867413847,0.83367787000000004,0.80223507000000005,0.88570037000000001,11.657147061563315,16.103853060810149,14.634707267271363
8877,"AAC71286.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",AAC71471.1 glycyl-tRNA synthetase [Mycoplasmoides genitalium G37],86504,437.77140342182361,0.49104953036129378,0.34374625299936229,0.28729655333380488,0.37403077889815367,0.89195530000000001,0.83367787000000004,0.80223507000000005,11.631257673811259,19.904972439932649,25.552422764021152
687,AAC71362.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],AAC71364.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],63521,437.69821230188194,0.21594390641042704,0.31254946702558811,0.21788156196062838,0.2487916451322145,0.75941223000000002,0.81190227999999998,0.75941223000000002,4.2522871838851435,4.2151514869238706,2.324431408376002
8004,AAC71263.1 S-adenosylmethionine synthetase [Mycoplasmoides genitalium G37],"AAC71289.1 ATPase, P-type (transporting), HAD superfamily, subfamily IC [Mycoplasmoides genitalium G37]",102991,437.64325852965891,0.47577451910140273,0.57916183613976657,0.42088562328827323,0.49194065950981414,0.88570037000000001,0.92420274000000002,0.87116417000000002,31.633923464358848,43.591197356708747,18.500453237421461
2728,"AAC71225.1 deoxyribonuclease, TatD family, putative [Mycoplasmoides genitalium G37]","AAC71450.1 ribonucleoside-diphosphate reductase, beta chain [Mycoplasmoides genitalium G37]",48838,437.21269840946292,0.44992409593472027,0.41947996822584066,0.19750460650030796,0.35563622355362295,0.88570037000000001,0.87116417000000002,0.75941223000000002,9.0451361642070243,27.811458465234779,18.203533393775192
642,"AAC71530.1 ATP-dependent RNA helicase, DEAD/DEAH box family [Mycoplasmoides genitalium G37]","AAC72451.2 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Mycoplasmoides genitalium G37]",86313,437.12064458972708,0.40049567222604032,0.20680352740286573,0.44283096607605454,0.35004338856832024,0.87116417000000002,0.75941223000000002,0.87822060999999996,19.948282787838831,10.062505654077885,13.022445823537549
1368,AAC71245.1 DJ-1/PfpI family protein [Mycoplasmoides genitalium G37],AAC71426.1 glycoprotease family protein [Mycoplasmoides genitalium G37],14587,436.84310774110071,0.41985735542426234,0.085162295901496113,0.2614021434465611,0.2554739315907732,0.87116417000000002,0.66728511000000001,0.78549007000000004,11.546915142386805,4.3698212625620307,13.212277694032
1851,AAC71248.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],"AAC71260.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]",88809,436.73824212627193,0.2060352635117787,0.16796513576941691,0.35079961215973726,0.2416000038136443,0.75941223000000002,0.73044282000000005,0.84294946000000004,1.3076246730797196,3.7862340055251948,25.011680112641127
2803,AAC71360.1 translation initiation factor IF-2 [Mycoplasmoides genitalium G37],AAC72468.1 methionine-R-sulfoxide reductase [Mycoplasmoides genitalium G37],71912,436.73340664950905,0.30787672344948225,0.42074837379240776,0.27144698691582075,0.33335736138590355,0.81190227999999998,0.87116417000000002,0.80223507000000005,17.788952327443145,8.0549202098085431,16.779738742502047
8052,AAC71221.1 seryl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71229.2 methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase [Mycoplasmoides genitalium G37],61628,436.65445147471212,0.35861594960673759,0.3118691870938351,0.18102539029194895,0.28383684233084056,0.84294946000000004,0.81190227999999998,0.74006263000000005,9.9795493296239712,5.1380554403242646,5.5197105952987844
8119,"AAC71241.1 glycosyl transferase, group 2 family protein [Mycoplasmoides genitalium G37]",AAC71505.1 prolyl-tRNA synthetase [Mycoplasmoides genitalium G37],73219,436.54790805240049,0.49041004529151189,0.54441506611511004,0.42426089802968037,0.48636200314543404,0.89195530000000001,0.91629945999999995,0.87116417000000002,36.349171450230529,18.584638318785402,25.630058519251854
1219,"AAC71289.1 ATPase, P-type (transporting), HAD superfamily, subfamily IC [Mycoplasmoides genitalium G37]",AAC71448.1 thymidylate synthase [Mycoplasmoides genitalium G37],99870,436.41787633222646,0.22358259503585509,0.59810356116266461,0.58558066331193748,0.46908893983681904,0.77766077,0.93172991000000005,0.93172991000000005,34.536523500611267,17.410644950933403,43.884309662474692
